,strategy
HRZN,0.0
HTY,2.0
HVBC,1.0
HWBK,0.0
HYB,1.0
IBKCO,0.0
ICB,0.0
ICCH,0.0
IHC,0.0
IHIT,2.0
IID,0.0
INSI,1.0
IROQ,2.0
ITCB,1.0
JEMD,2.0
JEQ,0.0
JHB,2.0
JHD,2.0
JHS,1.0
JHY,2.0
JMM,1.0
JMP,2.0
JMT,0.0
JOF,0.0
JPI,0.0
JSD,2.0
JSM,1.0
KFFB,2.0
KFS,2.0
KST,1.0
LARK,2.0
LOAN,2.0
LOR,0.0
LSBK,1.0
MCI,2.0
MCV,2.0
MDLY,2.0
MELR,0.0
MEN,1.0
MFD,0.0
MFT,2.0
MFV,0.0
MGF,2.0
MGYR,2.0
MHD,1.0
MHE,2.0
MHF,1.0
MHN,2.0
MIY,1.0
MMD,0.0
MNE,2.0
MPB,0.0
MPV,1.0
MRBK,0.0
MSBF,0.0
MSD,0.0
MUE,1.0
MVBF,0.0
MVT,2.0
MXE,0.0
MYC,2.0
NAZ,2.0
NBB,0.0
NBH,2.0
NBN,0.0
NBO,2.0
NCB,0.0
NGHCP,1.0
NHA,2.0
NHLD,0.0
NICK,2.0
NKG,2.0
NKX,0.0
NMI,1.0
NMS,2.0
NMT,0.0
NMY,2.0
NNC,2.0
NNY,2.0
NOM,2.0
NPN,2.0
NPV,2.0
NQP,2.0
NSEC,2.0
NTC,2.0
NTX,1.0
NUO,2.0
NUW,1.0
NWFL,0.0
NXC,2.0
NXP,1.0
NXR,1.0
NYV,2.0
OHAI,2.0
OPHC,0.0
OPOF,0.0
ORRF,0.0
OSBCP,1.0
OTTW,0.0
OVLY,0.0
OXBR,2.0
OXLCM,2.0
OXLCO,1.0
PAI,0.0
PBHC,0.0
PCM,0.0
PCQ,0.0
PDLB,2.0
PFD,0.0
PFH,2.0
PFIS,2.0
PGP,0.0
PIH,2.0
PJH,2.0
PKBK,0.0
PKO,0.0
PLBC,0.0
PMO,1.0
PNBK,0.0
PNF,0.0
PRH,2.0
PROV,2.0
PSF,0.0
PZC,2.0
RAND,2.0
RBNC,0.0
RCG,0.0
RFI,0.0
RGT,0.0
RIV,0.0
RNDB,2.0
SAMG,0.0
SAR,0.0
SBFGP,0.0
SCD,0.0
SFBC,0.0
SGB,0.0
SLMBP,0.0
SNFCA,2.0
SPE,0.0
SRF,2.0
SSBI,1.0
SVBI,2.0
SWZ,0.0
TCBIP,1.0
THGA,2.0
TPZ,2.0
TRCB,0.0
TURN,0.0
TWN,0.0
TY,0.0
UBCP,2.0
UBOH,2.0
UNAM,2.0
UNB,0.0
UNTY,0.0
VBF,0.0
VBFC,0.0
VCF,1.0
VFL,2.0
VLT,1.0
VMM,2.0
VRTSP,2.0
WCFB,2.0
WEA,0.0
WEBK,1.0
WINS,2.0
WVFC,2.0
XFLT,2.0
ZBK,0.0
D,1.0
VST,0.0
AEP,0.0
NRG,0.0
AES,2.0
PPL,2.0
LNT,0.0
PCG,2.0
SO,2.0
CNP,0.0
DUK,0.0
NEE,0.0
EXC,0.0
PEGI,0.0
EIX,2.0
XEL,0.0
NI,0.0
CMS,0.0
ES,0.0
PNW,0.0
FE,2.0
PEG,0.0
WEC,0.0
ED,0.0
AEE,0.0
OGE,2.0
SRE,1.0
NJR,0.0
NGG,2.0
SBS,0.0
CIG,2.0
ELP,2.0
POR,1.0
WTR,0.0
ATO,0.0
SWX,1.0
ENIA,0.0
ETR,0.0
TERP,1.0
CZZ,0.0
ENIC,0.0
AWK,0.0
BKH,2.0
HE,0.0
SJI,2.0
UGI,2.0
CWT,0.0
PNM,0.0
AT,2.0
AVA,0.0
AWR,0.0
KEP,2.0
DTE,0.0
EE,0.0
SR,0.0
CPK,0.0
PAM,0.0
FCEL,2.0
SPH,2.0
TGS,0.0
CDZI,0.0
OGS,0.0
AY,0.0
NWE,1.0
EBR,2.0
JE,2.0
FTS,0.0
CEQP,0.0
AGR,0.0
NWN,2.0
WAAS,2.0
NEP,0.0
OPTT,2.0
SPKE,2.0
IDA,0.0
AQN,0.0
ALE,0.0
ORA,0.0
OTTR,0.0
CPL,2.0
BIP,0.0
SJW,0.0
CORR,0.0
UTL,2.0
HNP,2.0
CWCO,0.0
PCYO,0.0
MGEE,2.0
DUKH,2.0
GWRS,2.0
AZRE,2.0
SPKEP,0.0
YORW,2.0
EDN,0.0
EAE,0.0
ENJ,0.0
KEN,0.0
SKYS,2.0
MSEX,2.0
TAC,1.0
ARTNA,0.0
BEP,0.0
DTQ,2.0
EAB,0.0
ELLO,2.0
RGCO,0.0
INTC,0.0
MU,0.0
AAPL,0.0
MSFT,0.0
HPQ,0.0
AMD,2.0
SNAP,2.0
FB,0.0
ORCL,0.0
JD,0.0
NOK,2.0
TWTR,0.0
AVGO,0.0
AMAT,0.0
ZNGA,0.0
QCOM,2.0
CSCO,0.0
GRPN,0.0
CRM,0.0
ATVI,0.0
SQ,0.0
FLEX,0.0
XRX,1.0
CVLT,2.0
NVDA,0.0
WDC,0.0
ON,0.0
INFY,0.0
MRVL,0.0
HPE,1.0
TXN,0.0
GDDY,0.0
BOX,0.0
AMZN,0.0
ENTG,0.0
CLDR,2.0
JBL,1.0
ACN,0.0
ADSK,0.0
BIDU,0.0
IBM,2.0
IT,0.0
ATHM,0.0
MOMO,0.0
GLW,0.0
STX,0.0
ADBE,0.0
CY,0.0
TSM,0.0
ZAYO,1.0
ALTR,0.0
NCR,2.0
PSTG,0.0
VMW,0.0
LRCX,0.0
NXPI,0.0
YNDX,0.0
GOOGL,0.0
CGNX,0.0
FSLR,0.0
MX,0.0
FTV,0.0
BKI,0.0
CTSH,0.0
CTXS,0.0
SABR,2.0
WIT,0.0
NTNX,0.0
HQY,0.0
SE,2.0
GRUB,0.0
NTCT,2.0
TTWO,0.0
KLAC,0.0
GOOG,0.0
PAYC,0.0
QRVO,0.0
DOX,0.0
NUAN,1.0
TEL,0.0
EA,0.0
GPRO,2.0
BW,2.0
INXN,0.0
INFO,0.0
YY,0.0
NOW,0.0
CERN,0.0
AKAM,2.0
CDNS,0.0
MDRX,0.0
LPL,2.0
NTAP,0.0
VIAV,2.0
LOGM,0.0
BB,0.0
RUN,2.0
YELP,1.0
VSH,0.0
TER,0.0
TWLO,2.0
TRUE,2.0
JNPR,2.0
MCHP,0.0
KLIC,0.0
TEAM,0.0
PFPT,0.0
PLUG,0.0
HIMX,0.0
INTU,0.0
XLNX,0.0
MTSI,2.0
DBD,2.0
ABB,0.0
SWKS,0.0
IIVI,0.0
TDC,0.0
SGH,0.0
CASA,0.0
LDOS,0.0
VSLR,0.0
FIT,2.0
ADI,0.0
PRO,0.0
SSNC,0.0
EXTR,0.0
FEYE,0.0
VECO,2.0
ZEN,0.0
ATEN,2.0
BDC,2.0
ERIC,0.0
MANH,2.0
SPLK,0.0
VRSN,0.0
DXC,0.0
STM,0.0
NPTN,2.0
HMNY,0.0
KN,2.0
CIEN,2.0
YEXT,2.0
EQIX,0.0
VRNT,0.0
FIS,0.0
WDAY,0.0
MXIM,0.0
CSOD,2.0
VEEV,0.0
FORM,0.0
BRKS,0.0
WB,0.0
ASX,0.0
EVH,2.0
UIS,2.0
LITE,0.0
GWRE,0.0
ANET,0.0
CSIQ,0.0
ICHR,0.0
SWCH,2.0
CARB,0.0
TLND,0.0
SAP,0.0
CREE,0.0
COHR,0.0
AYI,2.0
IMMR,2.0
NTES,0.0
LTRPA,2.0
PTC,0.0
CDW,0.0
EGOV,2.0
RESN,0.0
DDD,2.0
TRMB,0.0
TDOC,0.0
SOGO,2.0
SFUN,0.0
SNE,0.0
SYNA,2.0
MTCH,0.0
TRHC,0.0
TIVO,2.0
MSI,1.0
LPSN,0.0
ADTN,2.0
WHR,2.0
JT,2.0
COMM,2.0
SHOP,0.0
OKTA,1.0
PANW,0.0
CHKP,0.0
GDI,0.0
FFIV,2.0
SCWX,2.0
CRUS,2.0
WSO,0.0
FSCT,0.0
RCM,0.0
WUBA,0.0
TSEM,0.0
TTD,0.0
ASML,0.0
MDB,2.0
ENS,2.0
RP,0.0
FLIR,0.0
JCOM,2.0
TTMI,0.0
IAC,0.0
UCTT,0.0
ANGI,0.0
BCOR,0.0
CISN,0.0
MOBL,2.0
APH,0.0
USAT,0.0
SWIR,0.0
HUBS,0.0
VRNS,0.0
ANY,2.0
SINA,0.0
SQNS,2.0
FTNT,0.0
XPER,2.0
RPD,0.0
AMBA,1.0
AMKR,2.0
COUP,0.0
MITK,0.0
BHE,2.0
INFN,2.0
SREV,2.0
CMCM,0.0
UPLD,0.0
GLUU,0.0
SEDG,0.0
LLNW,0.0
CSGS,2.0
WAT,0.0
MKSI,0.0
CDK,0.0
SAIL,1.0
MXL,0.0
APPN,0.0
WIX,0.0
AAOI,0.0
AZPN,0.0
IRBT,0.0
SOHU,0.0
IPHI,2.0
BLKB,0.0
ENPH,0.0
HLIT,2.0
ST,0.0
CRTO,2.0
ROG,0.0
UMC,0.0
BAND,0.0
KEYS,0.0
AXTI,0.0
EPAM,0.0
FIVN,0.0
EPAY,0.0
AVT,2.0
RMBS,2.0
OTEX,0.0
SANM,2.0
KOPN,2.0
SATS,0.0
RNWK,2.0
DMRC,0.0
SAIC,2.0
DIOD,1.0
INOV,0.0
BNFT,2.0
GDS,0.0
SMTC,1.0
EVTC,2.0
SMCI,2.0
BITA,0.0
MSTR,2.0
COHU,0.0
GRMN,0.0
CSLT,2.0
TWOU,0.0
MLNX,0.0
AVID,0.0
GNRC,0.0
SPWR,0.0
SLAB,0.0
RNG,0.0
PEGA,0.0
NOVT,0.0
PXLW,0.0
AEIS,0.0
ENR,2.0
VRTU,0.0
MEET,2.0
ALRM,0.0
LSCC,2.0
AME,0.0
QNST,0.0
SIMO,0.0
VNET,0.0
AYX,0.0
KEM,0.0
SCSC,2.0
QADA,0.0
LUNA,0.0
CLS,2.0
HUBB,0.0
MRCY,0.0
STMP,0.0
FN,2.0
VSAT,0.0
WK,0.0
CACI,2.0
EVBG,0.0
AEMD,2.0
VUZI,2.0
JKS,0.0
SNCR,2.0
EIGI,1.0
LOGI,0.0
EBIX,0.0
ANSS,0.0
ITRI,1.0
BL,0.0
SSYS,1.0
ACIA,2.0
PINC,2.0
SSTK,2.0
INST,0.0
TLRA,0.0
PRGS,0.0
SPSC,2.0
RUBI,2.0
EGAN,0.0
ARW,0.0
PI,2.0
ACLS,0.0
DSGX,0.0
JASO,0.0
MODN,0.0
PCTY,0.0
ASUR,0.0
AEHR,0.0
BMI,0.0
APPS,0.0
SNPS,0.0
MIME,0.0
NATI,0.0
PLXS,0.0
MANT,0.0
GSUM,2.0
DSPG,2.0
SIGM,0.0
BCOV,2.0
SYNC,2.0
ATOM,2.0
CCIH,2.0
KODK,2.0
NEWR,0.0
VCRA,0.0
QLYS,0.0
WIFI,0.0
RMNI,2.0
HMI,2.0
RBC,1.0
FNJN,0.0
PLT,2.0
OMCL,0.0
XSPA,2.0
NICE,0.0
CAMP,0.0
ZIXI,2.0
AOSL,2.0
SILC,0.0
QTWO,0.0
CALX,2.0
PLAB,2.0
AGYS,0.0
SYKE,1.0
FENG,0.0
INTT,0.0
NSIT,2.0
SEAC,0.0
RVLT,2.0
INAP,0.0
LFUS,0.0
CYBR,2.0
MPWR,0.0
ITRN,0.0
DQ,0.0
TYL,0.0
AKTS,2.0
SLP,0.0
DAKT,2.0
ARC,2.0
GIB,1.0
FLDM,2.0
TECD,0.0
CYOU,0.0
IPGP,0.0
NTGR,2.0
RDWR,0.0
OSIS,2.0
TDY,0.0
MNDO,0.0
PSDO,0.0
MEI,2.0
WATT,1.0
SSTI,2.0
GLOB,0.0
EMKR,2.0
NEON,2.0
CRNT,2.0
INSG,2.0
CPSI,0.0
FARO,0.0
CMTL,0.0
IVAC,2.0
CCMP,0.0
AVX,0.0
PDFS,2.0
MVIS,0.0
MARK,0.0
CRCM,0.0
APPF,0.0
KE,2.0
ASYS,0.0
VICR,0.0
CW,0.0
UEIC,2.0
AUTO,2.0
IDN,2.0
LYTS,2.0
CARG,1.0
EMAN,2.0
ABIL,2.0
CYBE,2.0
ITI,0.0
MRIN,2.0
NLST,2.0
QUIK,0.0
RST,0.0
PKE,1.0
MAXR,0.0
SCON,2.0
ECOM,2.0
INPX,2.0
LN,0.0
HSTM,2.0
KVHI,2.0
TTGT,0.0
VHC,0.0
CNXN,2.0
TCX,0.0
DGII,2.0
NTIP,2.0
FICO,0.0
CEVA,0.0
DCAR,2.0
POWI,1.0
MIXT,0.0
LPTH,0.0
ESE,2.0
IMOS,0.0
CAMT,0.0
PLUS,0.0
RFIL,0.0
PRFT,1.0
AMSC,2.0
RENN,0.0
NVMI,0.0
ALLT,2.0
HBB,2.0
KBAL,2.0
PRCP,0.0
NH,2.0
NTP,0.0
AMOT,0.0
NTWK,2.0
MRAM,2.0
TNAV,2.0
ALOT,2.0
NETE,0.0
PCYG,2.0
VERI,0.0
RNET,2.0
PCOM,0.0
AIRG,2.0
DAIO,0.0
HEAR,2.0
MTSC,2.0
CTG,0.0
TRT,0.0
VPG,0.0
MSN,0.0
NVEC,0.0
PCTI,0.0
SPNS,2.0
ACMR,2.0
BELFB,2.0
CPST,2.0
ELSE,0.0
EVOL,0.0
IPDN,2.0
LORL,1.0
MYSZ,2.0
PAR,0.0
QUMU,2.0
RDCM,2.0
RELL,0.0
SPRT,2.0
WSTL,0.0
XELA,2.0
WIRE,1.0
APWC,2.0
AWRE,2.0
BDR,2.0
BNSO,0.0
CTS,0.0
ESP,2.0
IIN,0.0
ISNS,2.0
MGIC,0.0
MOSY,2.0
OIIM,2.0
PERI,2.0
POLA,2.0
PPSI,0.0
SGOC,2.0
SMIT,0.0
STRM,0.0
TESS,0.0
VJET,0.0
VVPR,2.0
WYY,2.0
ZDGE,2.0
MTLS,0.0
PLPC,0.0
AMSWA,0.0
MIND,2.0
ICAD,2.0
MLAB,2.0
SGMA,0.0
AEY,2.0
AMRH,2.0
AUDC,1.0
AVNW,1.0
BELFA,2.0
BLIN,2.0
BOXL,2.0
BRQS,2.0
BSQR,2.0
BVSN,2.0
CCUR,0.0
CLFD,2.0
CLRO,2.0
COCP,2.0
CPAH,0.0
CPSH,2.0
CSPI,0.0
CUI,2.0
CYRN,0.0
DLPN,2.0
DYSL,2.0
DZSI,0.0
EFOI,2.0
ELTK,2.0
EXFO,2.0
FEIM,2.0
FORTY,2.0
FTEO,2.0
GIGM,2.0
GILT,0.0
GSB,2.0
GSIT,0.0
GVP,2.0
HURC,0.0
IEC,0.0
INOD,2.0
INVE,2.0
ISDR,0.0
IZEA,2.0
JCS,2.0
KOSS,0.0
KTCC,2.0
LEDS,2.0
LGL,1.0
LINK,2.0
LTRPB,2.0
LTRX,0.0
MINDP,0.0
MJCO,2.0
MOXC,0.0
MTBCP,1.0
NCTY,2.0
NNDM,2.0
NSYS,2.0
OCC,2.0
OESX,2.0
PRKR,2.0
QADB,0.0
QRHC,2.0
QTRH,1.0
RBCN,0.0
REFR,2.0
RGSE,2.0
SCKT,2.0
SGLB,1.0
SMSI,0.0
SMTX,0.0
SOFO,2.0
SOL,2.0
SPI,2.0
SSNT,0.0
SUNW,2.0
SVT,1.0
TACT,0.0
TAIT,0.0
TRNS,0.0
TSRI,2.0
TZOO,2.0
USATP,0.0
WSTG,2.0
WTT,0.0
PG,2.0
VIPS,2.0
KR,2.0
RAD,2.0
GIS,2.0
PM,2.0
KO,2.0
WMT,2.0
MDLZ,2.0
MO,2.0
ABEV,2.0
TAL,2.0
BRFS,2.0
KHC,2.0
NWL,2.0
KMB,2.0
CPB,2.0
TGT,2.0
HRL,1.0
K,2.0
BUFF,0.0
CAG,2.0
PEP,2.0
COST,2.0
COTY,2.0
MNST,2.0
SJM,2.0
CL,2.0
ADM,2.0
DG,2.0
TAP,2.0
SYY,2.0
NOMD,2.0
CHD,0.0
BG,2.0
PBH,2.0
BIG,2.0
STZ,2.0
USFD,2.0
SFM,2.0
AVP,2.0
HMHC,2.0
POST,2.0
EL,2.0
FEDU,2.0
LW,0.0
FLO,2.0
PPC,2.0
DLTR,2.0
GNC,2.0
BTI,2.0
DF,2.0
HLF,0.0
TWNK,2.0
BUD,2.0
CHGG,0.0
AGRO,2.0
CASY,2.0
MGPI,2.0
EDU,2.0
TSN,2.0
MKC,0.0
COT,2.0
HAIN,2.0
LNCE,2.0
HSY,2.0
BGS,2.0
PFGC,2.0
UN,2.0
CHEF,0.0
PRMW,2.0
FRPT,0.0
FMX,2.0
CLX,2.0
VGR,2.0
SPB,2.0
PETS,2.0
THS,2.0
REDU,2.0
SVU,0.0
OLLI,0.0
BURL,0.0
IPAR,0.0
INGR,2.0
SAFM,2.0
DEO,2.0
UNFI,2.0
UL,2.0
LOPE,2.0
EPC,2.0
CCU,2.0
CALM,2.0
BEDU,2.0
CORE,2.0
CRESY,2.0
FIZZ,2.0
UVV,2.0
SMPL,0.0
FDP,2.0
NUS,2.0
PSMT,2.0
CENTA,2.0
LBY,2.0
ELF,2.0
HELE,0.0
CVGW,2.0
TUES,2.0
TEDU,2.0
ATGE,2.0
UTI,0.0
CENT,2.0
SPTN,2.0
STKL,2.0
RYB,2.0
LANC,0.0
SAM,0.0
LAUR,2.0
WMK,2.0
STRA,0.0
GPX,2.0
APEI,2.0
KOF,2.0
NBEV,0.0
IFMK,2.0
USNA,0.0
NAUH,2.0
CLXT,2.0
IMKTA,2.0
CECO,2.0
TR,2.0
CPLA,0.0
TPB,0.0
ANDE,2.0
VLGEA,1.0
ABCD,0.0
REV,2.0
JBSS,2.0
LRN,0.0
HLG,2.0
JJSF,2.0
RIBT,0.0
FC,2.0
LNDC,2.0
LMNR,2.0
CELH,2.0
FARM,2.0
BREW,2.0
SEED,2.0
COKE,2.0
ANFI,2.0
DL,2.0
COE,2.0
LBCC,2.0
SENEA,2.0
CHSCM,2.0
CHSCN,2.0
BRID,0.0
CHSCL,2.0
LFVN,0.0
NAII,2.0
SANW,2.0
YGYI,2.0
UG,2.0
LWAY,2.0
ACU,2.0
ALCO,2.0
ASPU,2.0
CHSCO,2.0
CHSCP,2.0
CJJD,0.0
CRVP,2.0
CYAN,2.0
DIT,2.0
DOGZ,2.0
DTEA,2.0
EAST,0.0
FAMI,2.0
FTFT,2.0
IBA,2.0
JVA,2.0
LINC,0.0
LND,0.0
MTEX,0.0
NATR,2.0
NGVC,0.0
NHTC,0.0
OBCI,2.0
PETZ,2.0
PME,2.0
REED,0.0
RELV,2.0
RMCF,2.0
SENEB,2.0
SPRO,2.0
SUMR,2.0
THST,2.0
WILC,2.0
WVVI,2.0
WVVIP,2.0
CX,2.0
VALE,2.0
AKS,2.0
GSM,2.0
FCX,2.0
NUE,2.0
X,2.0
AUY,2.0
CLF,2.0
GFI,2.0
KGC,2.0
HMY,2.0
NGD,2.0
GGB,2.0
TS,2.0
AA,2.0
NTR,2.0
EGO,2.0
BTU,2.0
OLN,2.0
JCI,2.0
AU,1.0
CMC,2.0
MAS,2.0
TECK,2.0
TRQ,2.0
WPM,2.0
BTG,2.0
CENX,2.0
HL,2.0
STLD,2.0
AWI,2.0
CDE,2.0
CE,2.0
HUN,2.0
CSTM,2.0
IAG,2.0
WY,2.0
SID,2.0
SLCA,2.0
CF,2.0
LYB,2.0
VMC,2.0
CC,2.0
LPX,2.0
NEM,2.0
GCP,2.0
MEOH,2.0
RIO,2.0
EMN,2.0
MLM,2.0
FOE,2.0
MOS,2.0
MT,2.0
CCJ,1.0
AXTA,2.0
AEM,2.0
PVG,2.0
ASH,2.0
ARLP,2.0
BHP,2.0
AGI,2.0
CBT,2.0
FBR,2.0
AG,2.0
KS,0.0
NG,2.0
HCC,2.0
BCC,2.0
UEC,2.0
SQM,2.0
SXT,2.0
FMC,2.0
SCCO,2.0
BMCH,2.0
GRA,2.0
VNTR,2.0
SUM,2.0
MUX,2.0
TROX,2.0
OEC,2.0
SBGL,2.0
ALB,2.0
OC,2.0
JELD,2.0
EXP,2.0
MDU,2.0
NEXA,2.0
SND,2.0
SAND,2.0
PQG,2.0
ECL,2.0
RYN,2.0
PPG,2.0
TMST,2.0
FNV,2.0
FUL,2.0
BVN,2.0
EXK,2.0
BBL,2.0
UNVR,2.0
FSM,2.0
PAAS,2.0
UUUU,0.0
GMS,2.0
SHW,2.0
SSRM,0.0
SHLM,2.0
UFS,2.0
HBM,2.0
VEDL,2.0
MAG,2.0
CRH,2.0
IPI,2.0
BLDR,2.0
GPRE,2.0
RPM,2.0
CMP,2.0
IFF,2.0
ARCH,2.0
AVD,2.0
SMG,2.0
HSC,2.0
WLK,2.0
USCR,2.0
WLKP,2.0
APD,2.0
SXC,2.0
ROCK,2.0
GOLD,2.0
OR,2.0
OMN,2.0
KRA,2.0
URG,2.0
LXU,2.0
CEIX,2.0
AMWD,2.0
LOMA,2.0
BXC,0.0
PGTI,2.0
RFP,2.0
CSTE,2.0
IIIN,2.0
BLD,2.0
VRS,0.0
UAN,2.0
KL,0.0
SWM,2.0
GLT,2.0
MERC,2.0
AGFS,2.0
RYAM,2.0
PKX,2.0
SVM,2.0
AXE,2.0
FRTA,2.0
TX,2.0
GSS,2.0
DOOR,2.0
SA,2.0
NGVT,1.0
MTRN,2.0
ALO,2.0
VGZ,2.0
NAK,2.0
ASIX,2.0
THM,2.0
UFPI,2.0
GSV,2.0
POL,2.0
KALU,2.0
KRO,2.0
RGLD,2.0
EVA,2.0
MTX,2.0
TREX,2.0
GPL,2.0
IBP,2.0
AMRS,2.0
KOP,2.0
APOG,2.0
AAON,2.0
TNH,2.0
AKG,2.0
OSB,2.0
REX,2.0
CBPX,2.0
NXE,2.0
CDXC,2.0
IPHS,2.0
KMG,2.0
NX,2.0
GORO,2.0
AFI,2.0
AMTX,2.0
ICL,0.0
NEU,2.0
BCPC,2.0
VBIV,2.0
TREC,2.0
WWR,2.0
METC,2.0
RKDA,2.0
LODE,2.0
TANH,2.0
VHI,2.0
CLW,2.0
HWKN,1.0
GFF,2.0
XPL,2.0
MTL,2.0
NRP,0.0
TGB,2.0
APT,2.0
NWPX,1.0
SCL,2.0
WDFC,0.0
NP,2.0
SNMX,0.0
TGLS,2.0
SYNL,0.0
ACH,2.0
DNN,2.0
IOSP,2.0
PLM,2.0
FF,2.0
KWR,1.0
AUMN,2.0
CMCL,2.0
NTIC,0.0
MBII,0.0
TGEN,0.0
ASPN,2.0
CPAC,2.0
GURE,2.0
LAC,2.0
OSN,2.0
RETO,2.0
USAU,2.0
PZG,2.0
AAU,2.0
ALJJ,2.0
ASM,2.0
AUG,2.0
CCCL,2.0
CCR,2.0
CGA,2.0
CHNR,2.0
CINR,2.0
CTHR,2.0
DRD,2.0
EMX,0.0
ERO,2.0
FRD,0.0
FSI,2.0
GEVO,2.0
GMO,2.0
HNRG,2.0
IGC,2.0
IKNX,2.0
JCTCF,2.0
JHX,2.0
KGJI,2.0
LEU,2.0
MPVD,2.0
ODC,2.0
PLG,2.0
POPE,2.0
SES,2.0
SIM,2.0
SMTS,2.0
SNES,2.0
SPPP,2.0
TMQ,0.0
TRX,2.0
UAMY,0.0
USAP,2.0
USAS,2.0
USLM,2.0
WRN,2.0
YTEN,2.0
ZKIN,2.0
PFE,0.0
BMY,2.0
GERN,2.0
GILD,2.0
ABBV,2.0
MRK,0.0
JNJ,2.0
BSX,0.0
ABT,0.0
WBA,2.0
MDT,2.0
CVS,2.0
ESRX,1.0
UNH,2.0
CNC,2.0
CI,2.0
SYNH,2.0
CELG,2.0
BIIB,2.0
GSK,2.0
TEVA,2.0
MYL,2.0
XRAY,2.0
PGNX,2.0
IMGN,2.0
GKOS,0.0
ALXN,2.0
IDRA,2.0
RIGL,2.0
ENDP,2.0
OMER,2.0
AMGN,2.0
TLGT,2.0
PDCO,2.0
BKD,2.0
BDX,2.0
HOLX,2.0
ANTM,1.0
ZBH,2.0
NVAX,0.0
DXCM,0.0
AET,1.0
LLY,0.0
HSIC,2.0
CYH,2.0
THC,2.0
SRNE,2.0
OPK,2.0
BAX,2.0
AGN,2.0
HCA,0.0
VRTX,2.0
NKTR,2.0
A,2.0
MNK,2.0
AZN,2.0
DHR,2.0
EVHC,0.0
IMMU,2.0
FOLD,2.0
PDLI,2.0
DVAX,2.0
PKI,2.0
UHS,2.0
ACHC,2.0
NVS,2.0
TTPH,2.0
VRAY,2.0
ALNY,2.0
BMRN,2.0
HRTX,0.0
TXMD,2.0
INSM,2.0
EXEL,2.0
HZNP,0.0
AKBA,2.0
LPNT,0.0
TMO,2.0
ACAD,2.0
ARNA,2.0
QGEN,2.0
CLVS,2.0
ARQL,0.0
KND,2.0
LIVN,2.0
AMAG,2.0
DGX,2.0
HALO,2.0
SGMO,2.0
MCK,2.0
ABC,2.0
NVO,2.0
MZOR,2.0
VNDA,0.0
EW,0.0
IONS,2.0
NEOS,2.0
ZTS,1.0
BGNE,0.0
BDSI,0.0
AKRX,2.0
RDNT,2.0
SYK,2.0
PCRX,2.0
ILMN,0.0
ISRG,0.0
PODD,2.0
CAH,2.0
DVA,2.0
AMPE,2.0
REGN,2.0
VKTX,0.0
MYOV,0.0
HUM,2.0
OMI,2.0
EXAS,1.0
PETQ,2.0
RMD,0.0
MDXG,2.0
INCY,2.0
NVCN,2.0
GRFS,2.0
BHVN,0.0
WMGI,1.0
IPXL,2.0
ESPR,2.0
LH,2.0
MOH,0.0
HTGM,1.0
COO,2.0
ABEO,2.0
RETA,0.0
BLUE,2.0
CORT,2.0
XXII,2.0
AXGN,2.0
MASI,0.0
BRKR,2.0
NBIX,2.0
JAZZ,2.0
PRTA,2.0
PTLA,2.0
HAE,0.0
LMNX,2.0
TGTX,2.0
DPLO,2.0
BEAT,0.0
XON,2.0
SNY,2.0
CBAY,2.0
AVEO,2.0
DNLI,0.0
SPPI,2.0
IDXX,1.0
ONCS,2.0
SRPT,0.0
SGEN,2.0
TFX,2.0
QDEL,2.0
INVA,1.0
LCI,2.0
CRON,0.0
WST,2.0
KURA,2.0
GTHX,2.0
MRNS,2.0
ALGN,2.0
AVXL,2.0
AXDX,2.0
NUVA,2.0
ADVM,2.0
BIOS,2.0
ARAY,2.0
DERM,2.0
AYTU,2.0
PRGO,2.0
PRAH,2.0
CLDX,2.0
VCEL,0.0
SENS,2.0
IQV,2.0
SGRY,2.0
AGEN,2.0
MNTA,2.0
MNKD,2.0
ICPT,0.0
MDCO,2.0
MMSI,0.0
PTN,2.0
PBYI,2.0
IRWD,2.0
VAR,2.0
SUPN,2.0
COLL,2.0
DRNA,2.0
PACB,0.0
AVDL,2.0
JNCE,2.0
NLNK,2.0
CRL,2.0
LNTH,2.0
RHE,2.0
INO,2.0
STE,0.0
MDGS,2.0
ONVO,2.0
KERX,2.0
FGEN,2.0
ACHN,2.0
SNN,2.0
MRTX,0.0
QHC,2.0
ABMD,0.0
HRC,2.0
KTWO,0.0
EGRX,2.0
DBVT,2.0
CRBP,2.0
MTD,2.0
BCRX,0.0
CBPO,2.0
CPHI,0.0
ICLR,2.0
DRRX,2.0
IOVA,2.0
TRXC,2.0
OSUR,2.0
NVCR,0.0
CRIS,2.0
PRTK,2.0
ELGX,2.0
AIMT,2.0
NVTA,1.0
KANG,0.0
CTLT,2.0
CUTR,2.0
RARE,2.0
CBM,2.0
MYOK,2.0
TCMD,0.0
XNCR,0.0
FPRX,2.0
FLXN,2.0
CFMS,2.0
NVTR,0.0
ENZ,2.0
CDXS,0.0
VREX,2.0
KDMN,2.0
OTIC,2.0
CPRX,2.0
ZIOP,2.0
MEDP,0.0
MDGL,2.0
GBT,2.0
AERI,2.0
SEM,2.0
KPTI,2.0
SLDB,1.0
IVC,2.0
EHC,0.0
MYGN,2.0
LHCG,0.0
PIRS,2.0
ABIO,2.0
SRRA,2.0
UTHR,2.0
PTGX,2.0
AMED,0.0
CHRS,2.0
CASI,2.0
